userName,review,at,score,app_name,stemming,skor_sentimen,label
Aris Prayitno,"aplikasi sangat amat jelek, uang selalu nyangkut mana proses pengembalian nya lama 7 s/d 15 hari kerja, sangat kecewa sama BRImo yg sekarang, bagus di iklan doang, bagian dipake uang selalu nyangkut parah, tolong segera di perbaiki",2025-08-29 06:12:13,1,BRImo,aplikasi sangat amat jelek uang selalu nyangkut mana proses kembali nya lama 7 s d 15 hari kerja sangat kecewa sama brimo yg sekarang bagus di iklan doang bagi dipake uang selalu nyangkut parah tolong segera di baik,-2,negatif
DAUD Z,"semenjak saya apdute saya tidak bisa mentransfer, katanya disuruh tutup aplikasilah, padahal tidak ada aplikasi lain berjalan.",2025-08-29 06:08:56,1,BRImo,semenjak saya apdute saya tidak bisa transfer kata suruh tutup aplikasi padahal tidak ada aplikasi lain jalan,1,positif
Terong Belanda,bagus,2025-08-29 06:07:36,5,BRImo,bagus,1,positif
rendy bachtiar,"habis update gabisa dipake, forclose sendiri, uang padahal banyak disini. emang ga rekomen pake bumn apalagi bri",2025-08-29 06:04:05,1,BRImo,habis update gabisa dipake forclose sendiri uang padahal banyak sini emang ga rekomen pake bumn apalagi bri,1,positif
Sinta Romadon,"Hay KA mau tnya brimoku GK bisa dibuka , tludh di-update mlh GK bisa msuk",2025-08-29 06:01:49,5,BRImo,hay ka mau tnya brimoku gk bisa buka tludh di-update mlh gk bisa msuk,2,positif
Ana Aulia,"hi minnn brimo saya ga bisa di buka karna harus selesaikan panggilan telfon, sedang kan panggilan telfon nya aja ga adaa minn, knpaa begtu?, saya mau ambil uang ga bisa karna brimo ga bisa di buka",2025-08-29 05:53:21,4,BRImo,hi minnn brimo saya ga bisa di buka karna harus selesai panggil telfon sedang kan panggil telfon nya aja ga adaa minn knpaa begtu saya mau ambil uang ga bisa karna brimo ga bisa di buka,1,positif
Joni Triantoro,brimo mantap,2025-08-29 05:52:42,5,BRImo,brimo mantap,1,positif
Riyant Serr,aplikasi mudah digunakan,2025-08-29 05:48:56,5,BRImo,aplikasi mudah guna,2,positif
Fitriya Prihatsarie,mudah bertransaksi bnyak promo menarik,2025-08-29 05:48:29,5,BRImo,mudah transaksi bnyak promo tarik,1,positif
Basyar Abyan Iltsan Setiawan,Aplikasi bank terbaikk,2025-08-29 05:47:03,5,BRImo,aplikasi bank terbaikk,2,positif
T. Ulfatin Khoiriyah,tingkatkan keamanan dan kenyamanan nasabah,2025-08-29 05:43:19,5,BRImo,tingkat aman dan nyaman nasabah,2,positif
sylfania lasita,membantu,2025-08-29 05:42:41,5,BRImo,bantu,1,positif
Nadine Syahfitri,sangat membantu,2025-08-29 05:39:34,5,BRImo,sangat bantu,1,positif
Cholid Mustofa,oke,2025-08-29 05:37:34,5,BRImo,oke,1,positif
Tamam Paruk,aplikasinya malah ga beres orng masukin pakai email masa ga bisa pakai titik,2025-08-29 05:35:23,1,BRImo,aplikasi malah ga beres orng masukin pakai email masa ga bisa pakai titik,1,positif
cecep sumahardi,Mantap aplikasi MBanking BRI,2025-08-29 05:29:46,5,BRImo,mantap aplikasi mbanking bri,1,positif
Design Rafcikim,mudah dan aman transaksi di brimo aja,2025-08-29 05:27:05,5,BRImo,mudah dan aman transaksi di brimo aja,2,positif
Mitha Clara,"sumpah, gajebanget. tiba2 nga bisa di buka",2025-08-29 05:24:17,1,BRImo,sumpah gajebanget tiba2 nga bisa di buka,1,positif
Sivi Kurniati,sangat membantu untuk waktu2 genting dan sebagainya,2025-08-29 05:21:00,5,BRImo,sangat bantu untuk waktu2 genting dan bagai,1,positif
Faradayz.,Sangat Membantu.,2025-08-29 05:20:55,5,BRImo,sangat bantu,1,positif
c ia,"kak, brimo saya udh 2 hari nih ga bisa login",2025-08-29 05:17:55,2,BRImo,kak brimo saya udh 2 hari nih ga bisa login,1,positif
Grase Kalla,lola dan terlalu banyak update,2025-08-29 05:16:55,3,BRImo,lola dan terlalu banyak update,1,positif
selvi agustina,mantul,2025-08-29 05:15:53,5,BRImo,mantul,1,positif
Nurindahyani Nurindahyani,bagus,2025-08-29 05:14:48,5,BRImo,bagus,1,positif
Cherly Melinda,bagus sekali,2025-08-29 05:12:07,5,BRImo,bagus sekali,1,positif
Yusril El,mudah dan praktis,2025-08-29 05:06:59,5,BRImo,mudah dan praktis,2,positif
Dea Utami,"setelah upgrade aplikasi jd tidak menanggapi dan sulit digunakan, konfirmasi ke cs hanya diminta rubah ke stelan pabrik atau ganti hp lain bukan sistem nya yg diperbaiki",2025-08-29 05:05:56,2,BRImo,telah upgrade aplikasi jd tidak tanggap dan sulit guna konfirmasi ke cs hanya minta rubah ke stelan pabrik atau ganti hp lain bukan sistem nya yg baik,1,positif
Fitria Rasyid,bagus,2025-08-29 04:57:23,5,BRImo,bagus,1,positif
Sukiyah,"brimo bagus banget, mantap",2025-08-29 04:57:14,5,BRImo,brimo bagus banget mantap,2,positif
Rita Monica,mudah dan cepat,2025-08-29 04:56:57,5,BRImo,mudah dan cepat,2,positif
Batistuta M,lebih mudah bertransaksi,2025-08-29 04:56:48,5,BRImo,lebih mudah transaksi,1,positif
Joni STARTGAME,Tanggapan cepat 👍🏻 Terima Kasih.,2025-08-29 04:52:19,5,BRImo,tanggap cepat terima kasih,1,positif
M. Luthfi Abdurahman,Masa mau transaksi e-wallet saja dipersulit.,2025-08-29 04:47:56,1,BRImo,masa mau transaksi e-wallet saja sulit,-1,negatif
Kristofel Banga,Aplikasi BRImo sangat membantu,2025-08-29 04:46:00,5,BRImo,aplikasi brimo sangat bantu,1,positif
siti yuwariyah,memudahkan dalam bertransaksi,2025-08-29 04:44:57,5,BRImo,mudah dalam transaksi,1,positif
Aryadi CR,"ada apa BROmo, transfer dari jam 3 pagi sampai sekarang masih di proses? lapor melalui bantuan slow respon",2025-08-29 04:44:34,5,BRImo,ada apa bromo transfer dari jam 3 pagi sampai sekarang masih di proses lapor lalu bantu slow respon,1,positif
Vida Ku,sangat baik,2025-08-29 04:43:37,5,BRImo,sangat baik,1,positif
Hatmaka,"mantap aplikasi BRImo mau transfer mudah, mau isi saldo mudah. cocok ((kopi mana kopi...))",2025-08-29 04:40:55,4,BRImo,mantap aplikasi brimo mau transfer mudah mau isi saldo mudah cocok kopi mana kopi,2,positif
Pera Nisia,sangat senang semoga brimo semakin jaya,2025-08-29 04:40:18,5,BRImo,sangat senang moga brimo makin jaya,1,positif
02newakun 02,terbaik tidak harus datang ke cabang atau kantor udah bisa kita memiliki rekening🙏👍👍,2025-08-29 04:39:01,5,BRImo,baik tidak harus datang ke cabang atau kantor udah bisa kita milik rekening,2,positif
Ali Arul,"Aplikasi yg bagus kenapa hari ini buka aplikasi ini munculnya bukan login malah ada tulisan harap menunggu selesei panggilan tlp dulu,itu kenapa ya?",2025-08-29 04:37:20,5,BRImo,aplikasi yg bagus kenapa hari ini buka aplikasi ini muncul bukan login malah ada tulis harap tunggu selesei panggil tlp dulu itu kenapa ya,1,positif
Dadang Hidayat,kenapa ewalet nya gk bisa nambah penerima baru ya? saya mau ngisi dana ke no baru koga bisa nambah nomer nya ya,2025-08-29 04:36:58,5,BRImo,kenapa ewalet nya gk bisa nambah terima baru ya saya mau ngisi dana ke no baru koga bisa nambah nomer nya ya,1,positif
Sukarno Bae lah,sangat membantu,2025-08-29 04:30:02,5,BRImo,sangat bantu,1,positif
Ali Nani,sangat membantu,2025-08-29 04:29:57,5,BRImo,sangat bantu,1,positif
Teni Samadara,bagus aplikasinya,2025-08-29 04:29:45,5,BRImo,bagus aplikasi,1,positif
Karji Ok,mudah dan nyaman,2025-08-29 04:24:24,5,BRImo,mudah dan nyaman,3,positif
Shon haji ASAK,"mkin ga jelas malah error mau transaksi ,hp ngeblank",2025-08-29 04:24:19,1,BRImo,mkin ga jelas malah error mau transaksi hp ngeblank,-1,negatif
Rian Leonardi,nyelesain masalah 50k aja lama dari jam 9 pengaduan sampe skrg ga ada proses,2025-08-29 04:24:08,2,BRImo,nyelesain masalah 50k aja lama dari jam 9 adu sampe skrg ga ada proses,-2,negatif
Denny Andes,bagus,2025-08-29 04:23:27,5,BRImo,bagus,1,positif
eferlina zebua,BRI mo saya TDK bisa melakukan trafer. heran,2025-08-29 04:21:36,1,BRImo,bri mo saya tdk bisa laku trafer heran,1,positif
Robi Feni,puas banget sama Aplikasi ini,2025-08-29 04:17:27,5,BRImo,puas banget sama aplikasi ini,1,positif
Nila Wati,bagus,2025-08-29 04:15:39,5,BRImo,bagus,1,positif
Wantiardan Wanti,"gampang digunakannya, bisa apa aja di brimo mantapp",2025-08-29 04:12:08,5,BRImo,gampang guna bisa apa aja di brimo mantapp,4,positif
Remond Ariansyah,tidak bisa di update ke versi terbaru,2025-08-29 04:12:08,5,BRImo,tidak bisa di update ke versi baru,2,positif
Harto Wiyono,cepat mudah membantu sekali,2025-08-29 03:58:24,5,BRImo,cepat mudah bantu sekali,3,positif
Wak Buyung,"🤣🤣🤣Senang sekali Transaksi apa saja Mudah sekali, sambil mancing, sambil kerja, sambil makan, kapan saja dimana saja asal ada signal jaringan internet.",2025-08-29 03:54:24,5,BRImo,senang sekali transaksi apa saja mudah sekali sambil mancing sambil kerja sambil makan kapan saja mana saja asal ada signal jaring internet,2,positif
Umi Kalsum,bagus lengkap,2025-08-29 03:52:06,5,BRImo,bagus lengkap,1,positif
Meriansyah,hebat,2025-08-29 03:48:36,5,BRImo,hebat,1,positif
Nur Baetilah,pelayanannya okee,2025-08-29 03:43:34,5,BRImo,layan okee,1,positif
dwi trisna,sangat membantu,2025-08-29 03:42:12,5,BRImo,sangat bantu,1,positif
Lhical Avrieo,kenapa baru di perbarui apk brimo nya gak bisa transfer gangguan tutup aplikasi lainnya demi kenyamanan atau apa lah itu padahal saya gak buka apk lain,2025-08-29 03:38:50,3,BRImo,kenapa baru di baru apk brimo nya gak bisa transfer ganggu tutup aplikasi lain demi nyaman atau apa lah itu padahal saya gak buka apk lain,2,positif
SHRL Gnwan,sangt mudah,2025-08-29 03:37:22,4,BRImo,sangt mudah,1,positif
Yn qu21,oke,2025-08-29 03:31:56,5,BRImo,oke,1,positif
Deti Daryanti,"ko setelah di apdat,tidak bisa masuk dan tidak bisa di logon",2025-08-29 03:22:06,1,BRImo,ko telah di apdat tidak bisa masuk dan tidak bisa di logon,1,positif
Aisya,bagus,2025-08-29 03:17:46,3,BRImo,bagus,1,positif
syiva hamda,"halo ini kenapa yaa, brimo aku gak bisa di update, ""kompatibel dengan perangkat anda""?????",2025-08-29 03:17:30,5,BRImo,halo ini kenapa yaa brimo aku gak bisa di update kompatibel dengan perangkat anda,2,positif
azura Zahrani,"habis update malah ribet, mau buka aplikasinya lagi gak ada panggilan telpon malah tutup panggilan TLP, terus hp harus di restart dlu baru di brimo mau di buka, bukannya tambah pinter malah tambah tolol aplikasinya",2025-08-29 03:16:09,1,BRImo,habis update malah ribet mau buka aplikasi lagi gak ada panggil telpon malah tutup panggil tlp terus hp harus di restart dlu baru di brimo mau di buka bukan tambah pinter malah tambah tolol aplikasi,-1,negatif
Andhy Daryanto,"Sudah banyak yg mengeluh ttg update versi terbaru, solisinya malah tidak jelas, harus kirim email bla.. bla.. solusinya kalau banyak yg terkendala ke apa tidak dishare langsung atau diperbaiki aplikasinya",2025-08-29 03:15:29,1,BRImo,sudah banyak yg keluh ttg update versi baru solis malah tidak jelas harus kirim email bla bla solusi kalau banyak yg kendala ke apa tidak dishare langsung atau baik aplikasi,3,positif
Rani Hardiyanti,tolong ya min kenapa m baking ny ngak bisa d dunakan pas mau trasper keterangan demi kenyaman bersama tutup smua aplikasi padahal udah di tutup smua masih saja aplikasi nya tidak bisa d gunakan ini gmna cara ny,2025-08-29 03:13:19,2,BRImo,tolong ya min kenapa m baking ny ngak bisa d dunak pas mau trasper terang demi kenyam sama tutup smua aplikasi padahal udah di tutup smua masih saja aplikasi nya tidak bisa d guna ini gmna cara ny,2,positif
Lia Safira,cukup baik,2025-08-29 03:13:14,5,BRImo,cukup baik,1,positif
Syahro Darmija,kalau tidak di update tidak bisa di buka,2025-08-29 03:11:03,4,BRImo,kalau tidak di update tidak bisa di buka,2,positif
Najoan jun,"sangat membantu,, mantap",2025-08-29 03:06:45,5,BRImo,sangat bantu mantap,2,positif
Rudi Anto,baik dan lancar,2025-08-29 03:04:37,4,BRImo,baik dan lancar,2,positif
Bagus Sudjewo,sengaja tak kasih bintng 5 biar muncul di atas. setelah di update malah menjadi CACAT buat transfer gak bisa. aplikasi lain suruh di tutup demi keamanan padahal udah di tutup semua tetap gak bisa yang gak aman padahal brimonya sendiri,2025-08-29 03:00:46,5,BRImo,sengaja tak kasih bintng 5 biar muncul di atas telah di update malah jadi cacat buat transfer gak bisa aplikasi lain suruh di tutup demi aman padahal udah di tutup semua tetap gak bisa yang gak aman padahal brimonya sendiri,3,positif
Wiwik Pati,membuat semua serba mudah,2025-08-29 02:54:08,5,BRImo,buat semua serba mudah,1,positif
Lismanto lisman,mantap,2025-08-29 02:52:56,5,BRImo,mantap,1,positif
Sudirman Badawi,memudahkan segala urusan keuangan,2025-08-29 02:50:07,5,BRImo,mudah segala urus uang,1,positif
Amar Ternate,"BRIMO adalah aplikasi terbaik, nyaman di gunakan tanpa ribet, makasih brimo",2025-08-29 02:42:00,5,BRImo,brimo adalah aplikasi baik nyaman di guna tanpa ribet makasih brimo,3,positif
Rachma Dhika,"mantap, memudahkan 👍👍👍",2025-08-29 02:41:02,5,BRImo,mantap mudah,2,positif
Awa Raswa,"setelah diapdate, pembayaran melalui Qris malah ngelag GK bisa lanjut/kembali.",2025-08-29 02:40:43,1,BRImo,telah diapdate bayar lalu qris malah ngelag gk bisa lanjut kembali,-1,negatif
HERRY SMULE,"sekarang Brimo sering error buat transaksi selalu suruh ngecek jaringan,wiffi atau paket data anda ( padahal pket masih ada,,wiffi juga on terus) 🤦",2025-08-29 02:40:17,1,BRImo,sekarang brimo sering error buat transaksi selalu suruh ngecek jaring wiffi atau paket data anda padahal pket masih ada wiffi juga on terus,-1,negatif
freedom island,kalo bisa ngasih bintang 7 juga saya kasih...,2025-08-29 02:34:18,5,BRImo,kalo bisa ngasih bintang 7 juga saya kasih,1,positif
25_Refaldi Agape Nubatonis,"bisa ngga sih aplikasi nya ini, masa setelah update jadi eror, keluar sendiri tiba tiba, mau login ke akun juga ngga bisa, udah uninstall hapus data dan cache juga sama aja, sampai sekarang juga ngga bisa, tolong dong diperbaiki, masa iya habis update bukannya bagus malah bobrok",2025-08-29 02:30:45,1,BRImo,bisa ngga sih aplikasi nya ini masa telah update jadi eror keluar sendiri tiba tiba mau login ke akun juga ngga bisa udah uninstall hapus data dan cache juga sama aja sampai sekarang juga ngga bisa tolong dong baik masa iya habis update bukan bagus malah bobrok,3,positif
Wandi Pacoel,sangat membantu,2025-08-29 02:29:40,5,BRImo,sangat bantu,1,positif
Roswita Sato,sangat membantu dalam mentransfer uang,2025-08-29 02:29:08,1,BRImo,sangat bantu dalam transfer uang,1,positif
Serly Putri,bagus,2025-08-29 02:28:17,5,BRImo,bagus,1,positif
Isty Vega,alhamdulillah selama memakai brimo tidak ada masalah...,2025-08-29 02:27:21,5,BRImo,alhamdulillah lama pakai brimo tidak ada masalah,-2,negatif
Ufhycros 87,mantap,2025-08-29 02:26:06,5,BRImo,mantap,1,positif
Jack Leo,"interface bagus, cepat, mudah dipakai. thank you",2025-08-29 02:25:30,5,BRImo,interface bagus cepat mudah pakai thank you,3,positif
Sarwanto Wanto,membantu sekali,2025-08-29 02:23:11,5,BRImo,bantu sekali,1,positif
Sri Santi mulyana,baguss dan baik,2025-08-29 02:22:03,5,BRImo,baguss dan baik,2,positif
Nurul Ina Susanti,mohon maaf kenapa saya login GK bisa terus yah,2025-08-29 02:19:44,1,BRImo,mohon maaf kenapa saya login gk bisa terus yah,1,positif
Lisa Novita sari,cepet dan bagus,2025-08-29 02:13:40,5,BRImo,cepet dan bagus,1,positif
Apri AF,mantap,2025-08-29 02:13:28,5,BRImo,mantap,1,positif
Santi Agustina,bagus,2025-08-29 02:11:29,5,BRImo,bagus,1,positif
Lisa Fridayanti Rahmi,aplikasi mudah di gunakan hanya sering kena potongan,2025-08-29 02:11:26,5,BRImo,aplikasi mudah di guna hanya sering kena potong,2,positif
Mohammad Rijal,"ini kenapa setelah di perbarui kok malah gak bisa di buka ""brimo tidak menanggapi""",2025-08-29 02:02:11,5,BRImo,ini kenapa telah di baru kok malah gak bisa di buka brimo tidak tanggap,1,positif
Chair Amin,baik,2025-08-29 02:01:05,5,BRImo,baik,1,positif
Nia Dan yati,saya sangat puass sekali,2025-08-29 01:56:56,5,BRImo,saya sangat puass sekali,1,positif
Nanang Al-Aziz,sangat membantu,2025-08-29 01:53:21,5,BRImo,sangat bantu,1,positif
Sherly Kandijoh,mantap,2025-08-29 01:46:26,5,BRImo,mantap,1,positif
Rena Widuana,"apl. nya bagus, transaksi mudah...",2025-08-29 01:44:30,5,BRImo,apl nya bagus transaksi mudah,2,positif
Delima,"setelah di update kenapa dari semalam GK bisa transfer gagak terus kata y tutup aplikasi lain jelas2 GK ada aplikasi terbuka ,dan saran kata y bola pintar jelas2 saya GK gunakan itu tolong lah ini sudah bnget serba duit nlfon BRI pulsa habis wa jg kagak nyambung di komplen tidak membantu sama sekali jadi ini gmn Brimo saya bnr3 GK bjsa transaksi",2025-08-29 01:39:16,1,BRImo,telah di update kenapa dari malam gk bisa transfer gagak terus kata y tutup aplikasi lain jelas2 gk ada aplikasi buka dan saran kata y bola pintar jelas2 saya gk guna itu tolong lah ini sudah bnget serba duit nlfon bri pulsa habis wa jg kagak nyambung di komplen tidak bantu sama sekali jadi ini gmn brimo saya bnr3 gk bjsa transaksi,4,positif
Ris Wati,transaksi lebih mudah,2025-08-29 01:32:43,5,BRImo,transaksi lebih mudah,1,positif
Dea,mantap,2025-08-29 01:29:29,5,BRImo,mantap,1,positif
Nony Syukrony,"sangat mudah cara transfer k semua bank dan sejenisnya, mantap brimo",2025-08-29 01:28:43,5,BRImo,sangat mudah cara transfer k semua bank dan jenis mantap brimo,2,positif
Sarni canni,bagus,2025-08-29 01:25:58,4,BRImo,bagus,1,positif
Gembel kramat cahyono,"Saya pengguna BRIMO Aga kecewa,karena setelah di Update malah jadi lemot,Muncul Aplikasi tidak menanggapi,,.hadeh gimana ini,,.mohon di perbaiki dong,,.",2025-08-29 01:22:50,1,BRImo,saya guna brimo aga kecewa karena telah di update malah jadi lot muncul aplikasi tidak tanggap hadeh gimana ini mohon di baik dong,2,positif
Neela Dewi,Aplikasi ini benar² sangat membantu. 👍🏼🥰👍🏼,2025-08-29 01:18:12,5,BRImo,aplikasi ini benar sangat bantu,1,positif
Saritaa VivoY29,mudah dlm transaksi,2025-08-29 01:07:44,5,BRImo,mudah dlm transaksi,1,positif
indah elmayanty,tidak bisa terdowload,2025-08-29 01:05:41,1,BRImo,tidak bisa terdowload,1,positif
Diah Astuti,Kenapa login gagal trs ya @brimo setelah download lagi di beda negara. Boleh tolong saya kak,2025-08-29 01:04:09,1,BRImo,kenapa login gagal trs ya brimo telah download lagi di beda negara boleh tolong saya kak,-2,negatif
Feny Gaitian,cukup bagus dan permudah,2025-08-29 01:04:04,4,BRImo,cukup bagus dan mudah,2,positif
Wawan Wawan,mantap,2025-08-29 01:03:04,5,BRImo,mantap,1,positif
Jessy Jeje,tolong perbaiki sistemnya,2025-08-29 00:54:30,5,BRImo,tolong baik sistem,1,positif
Muhammad Riski,bagus,2025-08-29 00:52:03,5,BRImo,bagus,1,positif
selvi khasanah,"Enakk bangetttt masyaaalloh aplikasi nyaaa, smogaa selalu amann saldo di apk brimo iniiii, membantu klo ga bawa uang cashhh, tetep maajuuu buatt brimooo",2025-08-29 00:51:41,5,BRImo,enakk bangetttt masyaaalloh aplikasi nyaaa smogaa selalu amann saldo di apk brimo iniiii bantu klo ga bawa uang cashhh tetep maajuuu buatt brimooo,2,positif
Mega Wati,ko apli kasi brimo sya ngak bisa di buka mohon bantuan dan saran,2025-08-29 00:42:04,5,BRImo,ko apli kasi brimo sya ngak bisa di buka mohon bantu dan saran,2,positif
Avijaya Jaya,baik sekali,2025-08-29 00:40:44,5,BRImo,baik sekali,1,positif
Inal Ahaliki,bagus,2025-08-29 00:37:06,5,BRImo,bagus,1,positif
Lahwa Aini Rizqy,sering lelet,2025-08-29 00:34:19,4,BRImo,sering lelet,-1,negatif
Hanik Djsipj,"setelah di update malah banyak sakali masalah!!!, sanagat tidak nyaman sama sekali",2025-08-29 00:26:07,1,BRImo,telah di update malah banyak sakal masalah sanagat tidak nyaman sama sekali,2,positif
Lentera Cinta,"ganti rekening bank jamaah yuk, setelah update gajelas gabisa digunakan, selalu keluar tulisan tutup semua aplikasi demi keamanan transaksi... kalo emang rekening saya diblokir kasih penjelasan yg jelas bukan dengan eror gini embel2 keamanan",2025-08-29 00:23:04,1,BRImo,ganti rekening bank jamaah yuk telah update gajelas gabisa guna selalu keluar tulis tutup semua aplikasi demi aman transaksi kalo emang rekening saya blokir kasih jelas yg jelas bukan dengan eror gin embel2 aman,3,positif
